followers_count,friends_count,listedcount,favourites_count,verified,statuses_count,default_profile,default_profile_image,has_extended_profile,bot
147,0,31,0,0,96,0,0,0,1
97,0,21,0,0,34097,1,0,0,1
5,389,0,1,0,0,1,0,N/A,1
129,238,6,610,0,3678,1,0,0,0
36,519,0,139,0,133,1,0,0,0
9,213,0,2,0,1,1,0,N/A,1
13,61,0,8,0,1,1,0,1,0
98,48,14,4,0,2830,1,0,0,1
3,698,0,136,0,178,1,0,0,1
5024,1265,395,4375,0,31149,0,0,0,0
261,0,10,6,0,3410,1,0,0,1
276,264,27,2,0,83013,0,0,0,1
43,1,19,0,0,3846,0,0,0,1
658530,369,2166,1163,1,13327,0,0,0,0
912,1167,56,3953,0,23127,0,0,0,0
326,947,0,0,0,13,1,0,1,1
0,60,0,0,0,0,1,1,N/A,1
1727,1030,38,117,0,1639,0,0,0,1
331,890,1,3,0,11,0,0,0,1
0,223,0,24,0,24,1,0,0,1
67,84,2,2,0,932,0,0,0,0
9,25,0,400,0,385,1,0,0,1
771,437,33,114,0,658,1,0,0,0
291,1,17,30,0,3223,0,0,0,1
115,154,1,4,0,4158,0,0,0,0
98,24,7,2,0,3336,1,0,0,1
289,124,32,2524,0,2770,1,0,0,0
25437224,1142,30410,56,1,56037,0,0,0,0
958913,3664,4424,467,1,44581,0,0,0,0
1806,1146,46,1671,0,2597,0,0,0,0
2026336,53,7295,6,1,487,0,0,0,0
132,538,0,25,0,25,1,0,0,0
1322,3001,49,2521,0,2965,0,0,0,0
581275,1671,7462,399,1,54262,0,0,0,0
747212,4206,6562,209,1,18438,0,0,0,0
3525964,623,37294,269,1,10793,0,0,0,0
8,766,1,142,0,208,0,0,0,1
747,639,33,3649,0,3918,0,0,1,0
80,98,8,2,0,375,1,0,0,1
24,85,0,11,0,7,1,1,0,0
1129,7,2,0,0,23557,0,0,0,1
64,279,2,15,0,83,1,0,0,0
6758,475,383,2735,0,2869,0,0,0,0
288,298,1,2949,0,2933,1,0,0,0
3702525,8875,20465,135,1,59937,0,0,1,0
99,0,17,0,0,1665,0,0,0,1
9,1,9,0,0,2983,0,0,0,1
128,0,6,0,0,151,1,0,0,1
2,21,0,2,0,1,1,1,1,1
86,184,0,6048,0,6128,0,0,0,0
4,0,5,0,0,127,1,0,1,1
405,324,9,1461,0,29930,0,0,0,0
78913,4643,2765,1117,1,12368,0,0,0,0
9548,4779,185,29,0,1931,0,0,0,0
76,1336,2,165,0,38,1,1,0,0
1264,1288,115,0,0,24133,1,0,0,1
19088,700,352,1948,1,9310,0,0,0,0
1444,17,192,0,0,54742,1,0,0,1
52,1,15,0,0,15085,0,0,0,1
1870168,637,8785,305,1,44689,0,0,0,0
163,206,11,12,0,502,1,0,0,1
1701,1,145,1,0,3105,1,0,0,1
1353547,11248,3914,2013,1,24483,0,0,0,0
2381045,78,7850,25,1,13979,0,0,0,0
2,101,0,2,0,7,1,0,N/A,1
239,0,53,0,0,22089,1,0,0,1
1148,7,12,6,0,24607,1,0,0,1
95,119,0,0,0,27,1,0,0,0
16,3,5,1,0,119,0,0,0,1
7872,2,264,2,0,72176,1,0,0,1
1,333,0,35,0,31,1,0,0,1
464418,373,6406,43,1,4906,0,0,0,0
8313,2,695,0,1,532,1,0,0,0
216,1,23,0,0,1725,1,0,0,1
40,0,18,0,0,5052,0,0,0,1
128,133,2,0,0,1969,0,0,0,0
30,564,0,5,0,22,1,0,1,1
216,12,13,0,0,2535,0,0,0,1
62,121,0,432,0,1260,0,0,0,0
2747,492,123,42,0,248,0,0,0,0
52957,710,1709,29,0,379275,0,0,0,1
24,17,0,0,0,3064,0,0,0,0
0,260,0,17,0,15,1,0,0,1
263,13,16,0,0,452,0,0,0,1
82,0,9,0,0,4591,0,0,0,1
428,483,16,5050,0,2195,0,0,0,0
1359462,978964,7101,11517,1,16099,0,0,0,0
49,2,17,7,0,323,1,0,0,1
13,88,1,6,0,10,1,0,0,0
98,274,7,1,0,37,0,0,0,1
332,242,16,2,0,366,0,0,0,1
709357,25237,2495,1448,1,6625,0,0,0,0
13519,32,485,2053,0,1311,1,0,0,0
8932,1015,193,32932,1,19498,0,0,1,0
645,652,15,598,0,359,1,0,1,0
6719130,82,10504,329,1,1317,0,0,0,0
1399,1705,1,2232,0,6309,0,0,0,0
15,159,2,0,0,525,0,0,0,1
273,0,19,0,0,7507,1,0,0,1
1811,15,262,20,0,29998,0,0,0,1
1161,133,16,308,0,670,0,0,0,0
129,88,1,2,0,54,0,0,0,0
2,360,0,27,0,60,1,0,0,1
3221,868,273,26430,0,17725,0,0,0,0
41,0,12,0,0,2397,0,0,0,1
1526,1346,5,3332,0,8662,0,0,1,0
14316643,44,6377,45,1,1080,0,0,1,0
27,1928,0,314,0,355,0,0,0,1
4547,2,138,137,0,59621,1,0,1,1
10280,1,270,0,0,1592,0,0,0,1
49,475,0,693,0,8,0,0,0,0
50,0,2,1,0,1557,1,0,0,1
35476,150,880,1380,0,484,0,0,0,0
21,23,0,0,0,3,1,0,0,0
21,114,0,0,0,7,0,0,0,0
96321564,203,142370,4272,1,7837,0,0,1,0
85,254,0,159,0,431,0,0,0,0
318,4,44,0,0,128811,0,0,0,1
67,496,0,0,0,3,1,0,0,0
3196,2536,135,6392,0,9983,0,0,0,0
15,84,0,28,0,25,0,0,0,0
75,4,12,12,0,1770,0,0,1,1
4,29,0,2,0,109,1,0,0,0
6,662,0,156,0,211,1,0,0,1
5904,5767,94,5044,0,381,0,0,1,0
193,268,0,139,0,4714,0,0,0,0
2039596,333,8897,42,1,3361,0,0,1,0
3153,103,6295,0,0,288368,1,0,0,1
61,150,0,191,0,130,1,0,0,1
64,0,26,0,0,3947,1,0,0,1
4309,2316,296,2583,0,5690,0,0,0,0
3,201,0,1,0,1,1,0,1,1
212,2,54,0,0,8468,1,0,0,1
1878,262,64,109,0,1718,0,0,0,0
61,146,3,77,0,82,1,0,N/A,0
185,1,14,0,0,573,1,0,0,1
9,484,0,87,0,109,1,0,0,1
36,119,0,1,0,76,0,0,0,0
38,75,0,0,0,496,0,0,0,0
72,703,0,65,0,4,1,0,1,0
66,1,13,0,0,2989,1,0,0,1
26,0,6,0,0,6832,1,0,0,1
8244,485,313,148,1,1715,0,0,0,0
750,566,20,35,0,5458,0,0,0,0
2459472,1725,6202,8367,1,12868,0,0,0,0
1474073,40,7304,13,1,8601,0,0,0,0
627,10,26,6,0,1634,0,0,0,1
7503,0,122,1,0,108527,1,0,0,1
4,343,1,0,0,1,1,1,0,1
11600,1271,253,5573,1,5832,0,0,1,0
4656143,1267,12753,2456,1,11252,0,0,0,0
5555,296,63,11881,0,10335,0,0,0,0
628,1814,8,115,0,2991,0,0,1,0
455,137,50,169,0,254,1,0,0,0
27,25,0,17,0,50,1,0,0,0
3,230,0,23,0,25,1,0,0,1
202,1,28,0,0,1678,1,0,0,1
8,0,8,0,0,2115,1,0,0,1
2226900,2284,24944,847,1,19873,0,0,0,0
170,3,2,0,0,22899,1,0,0,1
1633238,31049,6682,6642,1,5506,0,0,0,0
41,1,11,0,0,673,1,0,0,1
2482,1,94,4,0,5597,0,0,0,1
5,474,1,80,0,81,1,0,0,1
320,4,33,13,0,5570,1,0,0,1
228,64,5,1449,0,1015,0,0,1,0
36,1,11,0,0,793,1,0,0,1
209,16,20,0,0,21278,0,0,0,1
22,95,0,86,0,52,1,0,0,0
21,1921,1,260,0,322,0,0,0,1
74952,340,541,8101,1,7931,1,0,0,0
172,5,21,5,0,3497,0,0,0,1
26408349,41,66599,46,1,34592,0,0,0,0
0,235,0,14,0,14,1,0,0,1
20,195,0,1,0,32,1,0,0,0
6,84,0,1,0,3,1,0,1,0
6776,4,174,287,0,3753,1,0,0,1
4159,5001,120,15,0,51,1,0,0,1
42,204,5,5490,0,580,1,1,0,0
2,685,4,164,0,204,1,0,0,1
278,3370,0,485,0,48,1,0,0,0
45663,285,1423,5961,1,18715,0,0,0,0
35412,105,171,15,0,967,0,0,0,0
1983513,1675,28504,2658,1,40938,0,0,0,0
0,9,0,0,0,0,1,1,0,1
75,48,13,0,0,2080,0,0,0,1
13616221,760,37316,1178,1,9824,0,0,1,0
504,207,24,27,0,1546,0,0,0,0
10,0,9,0,0,5205,0,0,0,1
61,0,25,1,0,148294,1,0,0,1
22667,880,969,509,0,6306,0,0,0,0
1254,2,2852,3,0,335950,1,0,0,1
110,1,13,2,0,6511,0,0,0,1
9446,1020,129,14328,1,11364,0,0,1,0
1229427,337,5979,18,1,440,0,0,0,0
44697,415,814,2530,1,4654,0,0,0,0
1,496,0,95,0,108,1,0,0,1
5,505,0,90,0,114,1,0,0,1
20,1867,0,286,0,397,0,0,0,1
1075,455,36,964,0,1851,0,0,1,0
174,6,13,0,0,1699,1,0,0,1
2,4,0,0,0,1,1,1,0,0
22,0,10,0,0,1212,1,0,0,1
571,6,13,11,0,72830,1,0,0,1
273,37,42,0,0,10115,1,0,0,1
154,2,16,4,0,658,0,0,0,1
8,86,0,12,0,3,1,1,0,1
110,0,20,0,0,4185,1,0,0,1
14,28,0,0,0,52,0,0,0,0
3273,3296,0,34,0,3374,1,0,N/A,0
12,742,1,148,0,175,0,0,0,1
364,0,22,2,0,25220,1,0,0,1
5,69,0,2,0,0,1,1,N/A,1
50,0,0,0,0,926,1,1,0,1
337,2,42,12,0,7870,1,0,0,1
2,51,0,75,0,125,1,0,0,1
84127,11349,5022,27745,1,84045,0,0,1,0
879,1,151,2426,0,1217604,1,0,0,1
69,12,12,0,0,175,1,0,0,1
3246,2757,79,6466,0,69884,1,0,0,1
694,0,54,0,0,22368,1,0,0,1
67,0,13,1,0,144,0,0,0,1
0,297,0,262,0,36,1,1,0,0
943,1,75,0,0,14074,1,0,0,1
9,128,0,70,0,17,1,0,0,0
90,0,17,1,0,21327,1,0,0,1
9005238,781,22356,5483,1,10714,0,0,0,0
1120752,8561,9587,14350,1,9872,0,0,0,0
20,1883,1,302,0,374,0,0,0,1
2833,6,97,0,0,11889,1,0,0,0
28,921,0,54,0,8,1,0,N/A,0
330,302,6,2,0,2079,1,0,1,0
45,0,13,0,0,81,0,0,0,1
0,15,0,0,0,0,1,1,0,1
14896759,78,22872,38,1,1361,1,0,0,0
129,4,19,0,0,1168,1,0,0,1
0,14,0,81,0,95,1,0,0,1
118101,995,2280,31928,1,24564,0,0,1,0
1,38,0,74,0,89,1,0,0,1
63,1,15,0,0,2078,0,0,0,1
693,0,37,1,0,12910,0,0,0,1
6,43,0,12,0,2,1,0,1,1
11,80,0,0,0,1,0,0,0,0
411,2060,0,115,0,250,0,0,1,0
22270820,263,87505,2329,1,46185,0,0,0,0
34,787,0,7,0,2,1,1,0,1
86,2924,0,0,0,670,0,0,N/A,0
85,334,2,0,0,5609,0,0,N/A,0
6,36,0,77,0,151,1,0,0,1
31942389,373,58780,82,1,8453,0,0,0,0
206,124,0,0,0,4,1,0,0,1
1108807,1662,7220,2877,1,27085,0,0,1,0
3749,1,313,177,0,7931,0,0,0,0
96486,572,530,2104,1,3385,0,0,0,0
1787,1,24,0,0,27932,1,0,0,1
384433,423,1872,1356,1,9924,0,0,1,0
179,1,10,0,0,1149,1,0,0,1
66,2,24,0,0,432,1,0,0,1
13453399,679,48833,58,1,8652,0,0,0,0
184,0,8,0,0,1125,1,0,0,1
1527,777,9,28218,0,42282,0,0,1,0
15,0,11,0,0,31365,1,0,0,1
343,55,26,2,0,55,0,0,0,0
5370,82,75,607,0,7169,1,0,0,0
33419,1245,1067,1584,1,8469,0,0,0,0
646,1221,38,25654,0,26729,0,0,1,1
132,0,31,0,0,14516,1,0,0,1
23290650,319,35640,115,1,53864,0,0,0,0
17,4,4,0,0,228,1,1,0,1
2,353,0,18,0,30,1,0,0,1
4639,491,108,0,0,7,0,1,0,0
215,162,27,421,0,2450,0,0,1,0
9942665,462,3447,13946,1,7312,0,0,0,0
139,742,0,119,0,329,0,0,0,0
735,1,19,0,0,45914,0,0,0,1
1690,0,38,108,0,15530,1,0,0,1
351335,19,1221,395,1,25,0,0,0,0
