followers_count,friends_count,listedcount,favourites_count,verified,statuses_count,default_profile,default_profile_image,has_extended_profile,bot
0,337,0,20,no,37,yes,no,no,1
0,240,0,21,no,13,yes,no,no,1
1,32,0,66,no,93,yes,no,no,1
473,5,35,0,no,1814,no,no,no,1
3788,4466,41,3,no,297198,yes,no,no,1
307,0,21,1,no,423,no,no,no,1
280,48,30,3,no,4722,no,no,no,1
8372,4,23,0,no,2455,no,no,no,1
6465,5916,133,0,no,18513,no,no,no,1
1569,4882,0,95,no,112,yes,no,no,1
207,5,23,108,no,728,yes,no,no,1
5,485,0,90,no,98,yes,no,no,1
7154703,240,4240,640,yes,5995,no,no,no,1
8063,1,13,42,no,119,yes,no,no,1
1120,1168,5,1459,no,1556,no,no,no,1
8,0,6,0,no,41,yes,no,no,1
0,20,0,0,no,0,yes,yes,N/A,1
35906,35744,130,864,no,3027,yes,no,no,1
22,201,0,7,no,8,yes,no,no,1
369,1,16,0,no,318279,no,no,no,1
460,65,26,14,no,9058,yes,no,no,1
557,3,6,11,no,440,no,no,no,1
71,0,14,0,no,1490,yes,no,no,1
32,1582,0,0,no,4,yes,yes,no,1
13049,0,115,0,no,260879,yes,no,no,1
0,7,0,3,no,1,yes,no,no,1
79,80,3,23,no,901,no,no,no,1
52,2,5,0,no,702,yes,no,no,1
16,1859,0,262,no,336,no,no,no,1
2,85,0,7,no,11,yes,yes,no,1
20,0,7,0,no,50,yes,no,no,1
58,0,18,0,no,7839,yes,no,no,1
567,0,2,0,no,16733,no,no,no,1
0,99,0,0,no,0,yes,yes,N/A,1
918,0,13,2,no,92849,yes,no,no,1
51,0,19,0,no,13622,yes,no,no,1
495,1,33,0,no,4756,yes,no,no,1
7,1,7,0,no,246,no,no,no,1
684,68,5,6,no,9645,no,no,yes,1
7,644,1,156,no,214,yes,no,no,1
20,0,10,0,no,5131,no,no,no,1
252,2,38,70,no,15823,no,no,no,1
20723,3,159,33,no,663,no,no,no,1
10,2,4,0,no,5775,yes,no,no,1
9,93,0,0,no,8,yes,no,no,1
253,0,37,0,no,40184,yes,no,no,1
13091,10734,2490,1005,no,53518,no,no,no,1
4948,296,15,17,no,41190,no,no,no,1
41056,304,39,1009,no,63307,no,no,yes,1
33,38,8,0,no,17,yes,no,no,1
516,14,109,133,no,38073,yes,no,no,1
47,65,0,0,no,3,yes,no,yes,1
26,4,5,0,no,3799,yes,no,no,1
15,1770,7,293,no,444,no,no,no,1
4419,1,129,12,no,10626,yes,no,no,1
461,95,95,0,no,115356,yes,no,no,1
0,280,0,21,no,31,yes,no,no,1
683,0,35,0,no,577,yes,no,no,1
52,1,10,0,no,80,yes,no,no,1
2832,2,12,34,no,34306,yes,no,no,1
37,35,8,0,no,9,yes,no,no,1
394,0,48,0,no,7956,yes,no,no,1
481,0,78,0,no,6391,yes,no,no,1
102,3,21,0,no,10873,yes,no,no,1
447,1,50,0,no,21892,yes,no,no,1
620,2,49,0,no,40633,yes,no,no,1
0,44,0,45,no,69,yes,no,no,1
35,206,0,0,no,4,yes,yes,no,1
98,45,28,38,no,223659,yes,no,no,1
38,113,0,1,no,1,yes,no,no,1
806,85,32,229,no,1497,no,no,no,1
16,1,11,0,no,1237,yes,no,no,1
214,0,20,0,no,9727,yes,no,no,1
1,38,0,67,no,97,yes,no,no,1
61,3,12,0,no,6000,no,no,no,1
107,30,17,2,no,11151,no,no,no,1
49,12,7,1,no,831,no,no,no,1
4198,3,313,15,no,158639,yes,no,no,1
1419,1,61,5,no,32244,no,no,no,1
60427,0,320,0,no,68521,yes,no,no,1
372,4815,0,15,no,2,yes,no,no,1
290,1,20,0,no,1196,yes,no,no,1
247,12,24,0,no,13551,yes,no,no,1
2,352,0,23,no,44,yes,no,no,1
66,1,7,4,no,70,no,no,no,1
164,0,35,51,no,2714,yes,no,no,1
4,0,1,0,no,1469,no,no,no,1
7,0,8,0,no,5669,no,no,no,1
17,1903,1,311,no,366,no,no,no,1
4,445,0,60,no,80,yes,no,no,1
986,1,87,15734,no,30417,yes,no,no,1
15,1,5,0,no,170,yes,no,no,1
990,7,122,2,no,35869,yes,no,no,1
12090,12774,213,0,no,49305,no,no,no,1
156,2,12,4,no,7075,no,no,no,1
17,215,0,0,no,1,yes,no,no,1
656,9,25,36,no,3306,yes,no,no,1
240,45,22,66,no,1993,no,no,no,1
4,30,0,1,no,3,no,yes,no,1
5831,57,354,16,no,457649,no,no,no,1
11,0,6,0,no,52,yes,no,no,1
0,18,0,0,no,0,yes,yes,N/A,1
292,0,30,0,no,40166,yes,no,no,1
993,4992,20,8,no,108,no,no,yes,1
0,308,0,21,no,24,yes,no,no,1
65,0,21,0,no,10069,yes,no,no,1
4355,2,194,3,no,26381,no,no,no,1
207,8,21,0,no,5591,no,no,no,1
4,537,0,90,no,103,yes,no,no,1
38,69,14,446,no,2957,yes,no,no,1
14491,134,1229,2923,no,2497530,no,no,no,1
114,243,6,0,no,4385,no,no,no,1
86,28,16,127,no,211,no,no,no,1
38194,68,775,60,no,1393,no,no,no,1
1381,0,45,0,no,1292,yes,no,no,1
372,2105,14,1,no,12,no,no,no,1
2,25,0,44,no,88,yes,no,no,1
2,1,4,0,no,63519,yes,no,no,1
1174,19,58,23,no,1145,yes,no,no,1
299,42,10,0,no,26508,no,no,no,1
3,114,0,2,no,1,yes,yes,no,1
147,0,22,0,no,1388,yes,no,no,1
396,0,17,0,no,3608,yes,no,no,1
21,0,7,1,no,65,yes,no,no,1
211,321,1,24,no,26,yes,no,yes,1
413,148,37,0,no,22,no,no,no,1
9212,2,235,0,no,8996,yes,no,no,1
140,0,2,0,no,16203,yes,no,no,1
2048,5,79,75,no,25498,yes,no,no,1
6,341,0,42,no,73,yes,no,no,1
85,0,5,0,no,205,yes,no,no,1
33,13,10,0,no,1136,yes,yes,no,1
4,140,0,0,no,1,yes,yes,N/A,1
2,492,0,71,no,79,yes,no,no,1
0,43,4,48,no,86,yes,no,no,1
159,474,1,174,no,562,yes,no,no,1
7,0,5,0,no,104,no,no,no,1
56,1,17,0,no,12245,yes,no,no,1
142,24,12,33,no,723,yes,no,no,1
372,1136,1,1,no,46,no,no,yes,1
6,0,5,0,no,2751,yes,no,no,1
78,0,11,21,no,692,no,no,no,1
284,29,31,1,no,4865,yes,no,no,1
1536,1894,16,2161,no,3545,yes,no,no,1
252,6,17,11,no,236,yes,no,no,1
77,39,13,4,no,2828,yes,yes,no,1
1,387,0,33,no,44,yes,no,no,1
372,0,12,0,no,2714,yes,no,no,1
1645,1893,14,6,no,5024,no,no,no,1
4956,7,202,100,no,2179,yes,no,no,1
175,1,48,1,no,13142,no,no,no,1
2,276,0,23,no,23,yes,no,no,1
410,0,29,0,no,7709,yes,no,no,1
36,0,12,1,no,394,no,no,no,1
7203,1,354,3,no,3235,yes,no,no,1
371,5,45,1,no,70202,no,no,no,1
110,111,14,0,no,3609,no,no,no,1
546,96,16,12,no,2639,yes,no,no,1
3,63,0,0,no,1,yes,no,N/A,1
15659,0,380,0,no,849518,yes,no,no,1
82,83,9,3,no,653,no,no,no,1
55,0,18,0,no,10002,no,no,no,1
6,2,2,0,no,6609,yes,yes,no,1
280,0,24,0,no,717,yes,no,no,1
515,1,52,0,no,1271,yes,no,no,1
68,0,18,2,no,2407,yes,no,no,1
978,2104,3,3,no,114,no,no,yes,1
5418,4307,97,1,no,45675,no,no,no,1
43869,4786,69,125,no,120082,no,no,no,1
3745,0,171,0,no,3063,yes,no,no,1
137,0,24,0,no,86797,no,no,no,1
4294,7,41,134,no,72621,no,no,no,1
100,1,19,257,no,6605,yes,no,no,1
1902,94,98,5,no,21114,no,no,no,1
305,4,13,0,no,112538,yes,yes,no,1
14,0,7,0,no,2653,yes,no,no,1
276,540,6,21524,no,3062,yes,no,yes,1
275,1,2,1,no,1961,no,no,no,1
77,1,27,0,no,5057,yes,no,no,1
35,2118,5,364,no,570,no,no,no,1
101,1,19,0,no,1281,yes,no,no,1
38,835,0,0,no,4,yes,no,no,1
116,0,39,0,no,8421,yes,no,no,1
237,1,32,0,no,27579,yes,no,no,1
148,1,18,0,no,178,no,no,no,1
281,0,27,0,no,879,no,no,no,1
436,1,53,0,no,25646,no,no,no,1
6,124,0,2,no,0,yes,no,yes,1
29879,108,88,1589,no,50659,no,no,no,1
27,2257,2,288,no,323,no,no,no,1
1902,3,447,11,no,95201,yes,no,no,1
9968,2,185,3399,no,8782,no,no,no,1
388,13,9,2,no,21390,yes,no,no,1
151,1437,0,1,no,5,yes,no,no,1
1,455,0,72,no,121,yes,no,no,1
2097,4,62,0,no,47707,no,no,no,1
10250,10378,194,211,no,262067,yes,no,no,1
1,29,0,48,no,72,yes,no,no,1
13,5,4,0,no,10693,no,no,no,1
147,0,31,0,no,96,no,no,no,1
97,0,21,0,no,34097,yes,no,no,1
5,389,0,1,no,0,yes,no,N/A,1
9,213,0,2,no,1,yes,no,N/A,1
98,48,14,4,no,2830,yes,no,no,1
3,698,0,136,no,178,yes,no,no,1
261,0,10,6,no,3410,yes,no,no,1
276,264,27,2,no,83013,no,no,no,1
43,1,19,0,no,3846,no,no,no,1
326,947,0,0,no,13,yes,no,yes,1
0,60,0,0,no,0,yes,yes,N/A,1
1727,1030,38,117,no,1639,no,no,no,1
331,890,1,3,no,11,no,no,no,1
0,223,0,24,no,24,yes,no,no,1
9,25,0,400,no,385,yes,no,no,1
291,1,17,30,no,3223,no,no,no,1
98,24,7,2,no,3336,yes,no,no,1
8,766,1,142,no,208,no,no,no,1
80,98,8,2,no,375,yes,no,no,1
1129,7,2,0,no,23557,no,no,no,1
99,0,17,0,no,1665,no,no,no,1
9,1,9,0,no,2983,no,no,no,1
128,0,6,0,no,151,yes,no,no,1
2,21,0,2,no,1,yes,yes,yes,1
4,0,5,0,no,127,yes,no,yes,1
1264,1288,115,0,no,24133,yes,no,no,1
1444,17,192,0,no,54742,yes,no,no,1
52,1,15,0,no,15085,no,no,no,1
163,206,11,12,no,502,yes,no,no,1
1701,1,145,1,no,3105,yes,no,no,1
2,101,0,2,no,7,yes,no,N/A,1
239,0,53,0,no,22089,yes,no,no,1
1148,7,12,6,no,24607,yes,no,no,1
16,3,5,1,no,119,no,no,no,1
7872,2,264,2,no,72176,yes,no,no,1
1,333,0,35,no,31,yes,no,no,1
216,1,23,0,no,1725,yes,no,no,1
40,0,18,0,no,5052,no,no,no,1
30,564,0,5,no,22,yes,no,yes,1
216,12,13,0,no,2535,no,no,no,1
52957,710,1709,29,no,379275,no,no,no,1
0,260,0,17,no,15,yes,no,no,1
263,13,16,0,no,452,no,no,no,1
82,0,9,0,no,4591,no,no,no,1
49,2,17,7,no,323,yes,no,no,1
98,274,7,1,no,37,no,no,no,1
332,242,16,2,no,366,no,no,no,1
15,159,2,0,no,525,no,no,no,1
273,0,19,0,no,7507,yes,no,no,1
1811,15,262,20,no,29998,no,no,no,1
2,360,0,27,no,60,yes,no,no,1
41,0,12,0,no,2397,no,no,no,1
27,1928,0,314,no,355,no,no,no,1
4547,2,138,137,no,59621,yes,no,yes,1
10280,1,270,0,no,1592,no,no,no,1
50,0,2,1,no,1557,yes,no,no,1
318,4,44,0,no,128811,no,no,no,1
75,4,12,12,no,1770,no,no,yes,1
6,662,0,156,no,211,yes,no,no,1
3153,103,6295,0,no,288368,yes,no,no,1
61,150,0,191,no,130,yes,no,no,1
64,0,26,0,no,3947,yes,no,no,1
3,201,0,1,no,1,yes,no,yes,1
212,2,54,0,no,8468,yes,no,no,1
185,1,14,0,no,573,yes,no,no,1
9,484,0,87,no,109,yes,no,no,1
66,1,13,0,no,2989,yes,no,no,1
26,0,6,0,no,6832,yes,no,no,1
627,10,26,6,no,1634,no,no,no,1
7503,0,122,1,no,108527,yes,no,no,1
4,343,1,0,no,1,yes,yes,no,1
3,230,0,23,no,25,yes,no,no,1
202,1,28,0,no,1678,yes,no,no,1
8,0,8,0,no,2115,yes,no,no,1
170,3,2,0,no,22899,yes,no,no,1
41,1,11,0,no,673,yes,no,no,1
2482,1,94,4,no,5597,no,no,no,1
5,474,1,80,no,81,yes,no,no,1
320,4,33,13,no,5570,yes,no,no,1
36,1,11,0,no,793,yes,no,no,1
209,16,20,0,no,21278,no,no,no,1
21,1921,1,260,no,322,no,no,no,1
172,5,21,5,no,3497,no,no,no,1
0,235,0,14,no,14,yes,no,no,1
6776,4,174,287,no,3753,yes,no,no,1
4159,5001,120,15,no,51,yes,no,no,1
2,685,4,164,no,204,yes,no,no,1
0,9,0,0,no,0,yes,yes,no,1
75,48,13,0,no,2080,no,no,no,1
10,0,9,0,no,5205,no,no,no,1
61,0,25,1,no,148294,yes,no,no,1
1254,2,2852,3,no,335950,yes,no,no,1
110,1,13,2,no,6511,no,no,no,1
1,496,0,95,no,108,yes,no,no,1
5,505,0,90,no,114,yes,no,no,1
20,1867,0,286,no,397,no,no,no,1
174,6,13,0,no,1699,yes,no,no,1
22,0,10,0,no,1212,yes,no,no,1
571,6,13,11,no,72830,yes,no,no,1
273,37,42,0,no,10115,yes,no,no,1
154,2,16,4,no,658,no,no,no,1
8,86,0,12,no,3,yes,yes,no,1
110,0,20,0,no,4185,yes,no,no,1
12,742,1,148,no,175,no,no,no,1
364,0,22,2,no,25220,yes,no,no,1
5,69,0,2,no,0,yes,yes,N/A,1
50,0,0,0,no,926,yes,yes,no,1
337,2,42,12,no,7870,yes,no,no,1
2,51,0,75,no,125,yes,no,no,1
879,1,151,2426,no,1217604,yes,no,no,1
69,12,12,0,no,175,yes,no,no,1
3246,2757,79,6466,no,69884,yes,no,no,1
694,0,54,0,no,22368,yes,no,no,1
67,0,13,1,no,144,no,no,no,1
943,1,75,0,no,14074,yes,no,no,1
90,0,17,1,no,21327,yes,no,no,1
20,1883,1,302,no,374,no,no,no,1
45,0,13,0,no,81,no,no,no,1
0,15,0,0,no,0,yes,yes,no,1
129,4,19,0,no,1168,yes,no,no,1
0,14,0,81,no,95,yes,no,no,1
1,38,0,74,no,89,yes,no,no,1
63,1,15,0,no,2078,no,no,no,1
693,0,37,1,no,12910,no,no,no,1
6,43,0,12,no,2,yes,no,yes,1
34,787,0,7,no,2,yes,yes,no,1
6,36,0,77,no,151,yes,no,no,1
206,124,0,0,no,4,yes,no,no,1
1787,1,24,0,no,27932,yes,no,no,1
179,1,10,0,no,1149,yes,no,no,1
66,2,24,0,no,432,yes,no,no,1
184,0,8,0,no,1125,yes,no,no,1
15,0,11,0,no,31365,yes,no,no,1
646,1221,38,25654,no,26729,no,no,yes,1
132,0,31,0,no,14516,yes,no,no,1
17,4,4,0,no,228,yes,yes,no,1
2,353,0,18,no,30,yes,no,no,1
735,1,19,0,no,45914,no,no,no,1
1690,0,38,108,no,15530,yes,no,no,1
59756,1134,490,7356,yes,8334,no,no,no,0
7011,315,173,1820,no,631,no,no,no,0
809524,185,7290,250,yes,22610,no,no,no,0
61191,1194,1169,5313,yes,16821,yes,no,no,0
152,241,2,138,no,9795,no,no,no,0
9192152,241,54812,11,yes,18144,no,no,no,0
33147,1220,1216,3529,yes,10893,no,no,no,0
908,1047,43,1544,no,1639,no,no,no,0
391,1417,12,22986,no,12551,no,no,no,0
38,431,0,12,no,16,no,no,no,0
13992,1211,557,246,no,1109,no,no,no,0
25,14,1,69,no,282,no,no,no,0
36,107,3,47,no,27,no,no,yes,0
119,165,5,22,no,115,no,no,no,0
187,292,3,0,no,5495,no,no,no,0
40307926,1734,53687,6375,yes,10480,no,no,yes,0
45,140,0,734,no,596,yes,no,yes,0
151,1833,4,164,no,591,no,no,no,0
24,227,0,25,no,13,no,no,no,0
11530,448,282,122,yes,546,yes,no,no,0
45601,138,1303,1218,yes,2516,yes,no,yes,0
743721,55,1219,7,no,8332,no,no,no,0
1159,2524,152,160,no,4718,yes,no,yes,0
6,9,0,0,no,9,yes,yes,no,0
3878570,652,7177,18,yes,20050,no,no,no,0
649,30,68,0,yes,213,no,no,no,0
1830,2002,57,197,no,535,yes,no,no,0
207,746,1,1690,no,794,yes,no,N/A,0
1247114,411,4885,68,yes,1585,no,no,no,0
2370,1394,106,13440,no,8528,no,no,no,0
5960,1070,38,24299,yes,9444,no,no,no,0
35,105,0,9,no,17,no,no,yes,0
19306,33,428,1576,yes,1587,no,no,no,0
57,947,0,0,no,25,yes,no,N/A,0
1749014,254,20641,0,yes,470,yes,no,yes,0
125901,1791,846,1151,yes,5252,no,no,no,0
1427838,139,21577,0,yes,4735,no,no,no,0
683,1411,2,9,no,645,no,no,no,0
6055541,881,5,28,yes,5536,no,no,no,0
64,98,1,2,no,1031,no,no,no,0
78,41,0,6628,no,4249,yes,no,no,0
120310,1531,366,34,yes,2989,no,no,no,0
2740,2000,59,2699,no,9469,no,no,yes,0
269,0,6,0,no,1571,no,no,no,0
15770327,546,40094,636,yes,12438,no,no,no,0
50441,197,894,2783,yes,4652,no,no,no,0
1,19,0,0,no,1,yes,yes,no,0
259698,150,3311,8,yes,2571,no,no,no,0
1803900,460,16391,421,yes,5624,no,no,no,0
1391,477,108,15572,no,74779,no,no,no,0
1382376,2286,9823,17873,yes,23113,no,no,no,0
314,823,9,770,no,1062,no,no,yes,0
54490,772,1345,602,no,5576,no,no,no,0
83078,368,1506,10,yes,7708,no,no,no,0
1737956,664,28572,2366,yes,11089,no,no,no,0
4077,2193,200,1913,no,2349,no,no,no,0
15,53,0,396,no,279,yes,no,no,0
383,531,12,5447,no,8275,no,no,yes,0
36,6,0,13,no,10,yes,no,no,0
19779,308,29,5053,no,7046,no,no,yes,0
50765,1401,1092,1957,yes,7596,no,no,yes,0
4487539,2383,43169,436,yes,5887,no,no,no,0
2022,690,128,6544,no,5234,no,no,no,0
2744,923,69,2157,no,9699,yes,no,yes,0
4358,850,123,3257,yes,3047,no,no,no,0
7867058,189,1987,122,yes,6639,no,no,no,0
175233,791,953,41,yes,18087,no,no,no,0
7725360,40,33874,386,yes,2710,no,no,no,0
14709,2975,603,1422,no,340788,no,no,no,0
5654090,1020,10484,10588,yes,107432,no,no,no,0
3119501,10296,11444,4007,yes,10888,no,no,yes,0
91,159,0,74,no,80,yes,no,yes,0
2686362,300,11904,978,yes,14498,no,no,no,0
53272,433,208,35444,yes,3840,no,no,yes,0
814594,144,5386,695,yes,8341,yes,no,no,0
19282828,1508,47922,814,yes,6416,no,no,no,0
22,161,0,4,no,6,yes,yes,no,0
878131,5044,3401,297,yes,79503,no,no,yes,0
1047,299,28,958,no,3098,no,no,no,0
1270,876,2,5630,no,17894,yes,no,yes,0
97,105,1,1777,no,1439,no,no,no,0
1356,3206,3,126,no,396,yes,no,no,0
9216131,508,23565,6348,yes,4304,no,no,yes,0
653,1177,6,207,no,2321,yes,no,yes,0
21,240,0,139,no,209,yes,no,N/A,0
562918,653,9014,313,yes,6339,no,no,no,0
12036,1277,677,41387,yes,40779,no,no,no,0
2605029,171,7284,1,yes,3818,no,no,no,0
157,281,7,0,no,4421,no,no,no,0
27458,27182,165,233,no,91,yes,no,yes,0
126786,0,66,1084,no,7656,no,no,yes,0
2072685,636,19799,12477,yes,65353,no,no,no,0
30615,6849,1896,12274,no,67431,no,no,yes,0
1761958,1328,3109,3832,yes,26740,no,no,no,0
507,1655,10,2835,no,3053,no,no,yes,0
1811013,415,11324,181,yes,9472,no,no,no,0
16036429,8,11251,0,yes,310,yes,no,no,0
3662977,502,3559,3332,yes,6077,no,no,no,0
4,81,0,133,no,3,yes,no,N/A,0
43,8,0,1,no,403,yes,no,no,0
172,69,21,5,no,1065316,no,no,no,1
98,2,19,0,no,3621,no,no,no,1
14917,227,27,919,no,53398,no,no,no,1
183,1,16,1,no,3511,no,no,no,1
109901,85639,650,3550,no,455,yes,no,no,1
0,67,0,0,no,0,yes,yes,N/A,1
6,635,0,163,no,251,yes,no,no,1
60,32,6,2,no,4365,yes,no,no,1
50,6,12,2,no,2001,yes,no,no,1
8,0,9,0,no,764,no,no,yes,1
10,1,4,0,no,787,no,no,no,1
12,1053,0,0,no,2,yes,no,no,1
79,195,0,23,no,34,yes,no,yes,1
592885,13699,13723,3716,yes,51157,no,no,no,1
912,2,17,19,no,3528,no,no,no,1
21,0,7,0,no,1343,yes,no,no,1
3835,1,77,1,no,1432,yes,no,no,1
4,668,0,125,no,172,yes,no,no,1
36,1,10,0,no,1025,yes,no,no,1
13,164,1,0,no,5,yes,no,no,1
5730,951,223,3634,no,16205,no,no,no,1
2,334,0,19,no,27,yes,no,no,1
2149,1,198,0,no,3741,yes,no,no,1
3437,2,106,0,no,4356,yes,no,no,1
190,187,20,1,no,11079,no,no,no,1
7230,947,1019,162,no,75122,no,no,no,1
209,578,0,29,no,130,yes,no,no,1
36,1,7,0,no,3649,no,no,no,1
155,0,34,0,no,14702,yes,no,no,1
0,25,0,60,no,69,yes,no,no,1
2235,0,175,2,no,23695,yes,no,no,1
1396,2,57,0,no,5126,yes,no,no,1
15,3,2,0,no,401,no,no,no,1
78,2,5,1,no,677,yes,no,no,1
5631,6,188,48,no,6574,no,no,no,1
2339,1,138,0,no,3625,no,no,no,1
11,205,0,22,no,0,yes,yes,N/A,1
0,44,0,73,no,106,yes,no,no,1
4,102,0,0,no,1,yes,yes,N/A,1
0,30,0,0,no,0,yes,yes,N/A,1
145,0,7,0,no,153,yes,no,no,1
575,0,43,6,no,4204,no,no,yes,1
0,353,0,25,no,67,yes,no,no,1
27,326,0,7,no,472,yes,no,no,1
99,563,1,1,no,46,yes,no,no,1
3,29,0,0,no,1,yes,yes,no,1
0,276,0,16,no,42,yes,no,no,1
1628,4,7,3,no,5155,yes,no,no,1
7,1,8,0,no,5856,no,no,no,1
59,0,13,0,no,1343,yes,no,no,1
2,350,0,20,no,21,yes,no,no,1
1514,4218,2,523,no,522,yes,no,no,1
13,0,3,0,no,1805,no,no,no,1
83,6,13,1,no,13849,no,no,no,1
17289,8538,430,0,no,772559,no,no,no,1
2,362,0,34,no,39,yes,no,no,1
500,0,24,0,no,5719,yes,no,no,1
0,327,0,26,no,31,yes,no,no,1
0,111,0,2,no,1,yes,yes,yes,1
455,480,23,42,no,6320,yes,no,no,1
501,1,27,1,no,2146,no,no,no,1
396,1,30,0,no,3631,no,no,no,1
125,1,30,0,no,3201,yes,no,no,1
274,1728,0,11,no,11,yes,no,no,1
6,3,7,0,no,253,yes,no,no,1
0,30,0,0,no,0,yes,yes,N/A,1
3,38,0,3,no,5,yes,yes,yes,1
5,0,4,0,no,4472,yes,no,no,1
8392,30,159,1361,no,5730,no,no,no,1
13681,3306,15866,88,no,882734,yes,no,no,1
34284,17397,889,0,no,191383,no,no,no,1
10407,11555,256,0,no,25783,no,no,no,1
6212,6397,136,329,no,206723,no,no,no,1
62,4,26,19,no,23134,no,no,no,1
66,1801,1,0,no,30,yes,no,yes,1
16748,41,11,20542,no,837,no,no,no,1
400,287,55,1,no,27635,no,no,no,1
80,0,29,0,no,10794,yes,no,no,1
74,7,27,1,no,80949,yes,no,no,1
62,973,0,10890,no,1,yes,no,no,1
1,29,0,0,no,1,yes,yes,yes,1
133,271,0,39,no,18,no,no,no,1
602,830,18,2,no,93873,yes,no,no,1
9,0,7,0,no,130,yes,no,no,1
340,0,51,0,no,188270,yes,no,no,1
0,243,0,13,no,18,yes,no,no,1
284,66,30,0,no,5986,yes,no,no,1
7,0,9,0,no,2192,yes,no,no,1
0,28,0,0,no,0,no,yes,N/A,1
0,338,0,32,no,35,yes,no,no,1
1219,87,72,311,no,2200,yes,no,no,1
0,14,0,0,no,0,yes,yes,N/A,1
26,1949,2,300,no,386,no,no,no,1
12,2,15,0,no,7086,yes,yes,no,1
379,12,38,0,no,22371,no,no,no,1
0,336,0,23,no,23,yes,no,no,1
275,252,6,103,no,755,no,no,no,1
342,0,42,0,no,22070,yes,no,no,1
3459,2282,11,3888,no,57256,no,no,yes,1
41381,42166,181,0,no,1617,no,no,no,1
